loan_id,applicant_name,age,gender,marital_status,dependents,education_level,employment_type,employment_years,annual_income,loan_amount,loan_purpose,loan_term_months,interest_rate,credit_score,property_ownership,loan_status,application_date,debt_to_income_ratio,income_category,loan_status_approved
627,Applicant_627,56,Female,Married,3,Post-Graduate,Business Owner,0,903731.24,419642.19,Personal,36,6.7,708,Rented,Rejected,2026-05-17 21:51:24.035911,46.43,High,False
628,Applicant_628,55,Male,Married,3,Graduate,Self-Employed,10,590679.87,822136.37,Home,60,9.0,711,Mortgage,Approved,2025-10-18 21:51:24.035914,139.18,High,True
629,Applicant_629,39,Male,Single,0,Under-Graduate,Salaried,14,1131226.06,429933.87,Auto,24,11.54,773,Mortgage,Rejected,2026-06-03 21:51:24.035918,38.01,High,False
630,Applicant_630,40,Male,Married,0,Graduate,Business Owner,27,638925.92,411018.74,Business,84,3.46,673,Rented,Approved,2026-07-24 21:51:24.035921,64.33,High,True
631,Applicant_631,38,Female,Single,2,Post-Graduate,Salaried,17,952782.98,809600.08,Home,24,15.49,617,Mortgage,Approved,2026-07-29 21:51:24.035925,84.97,High,True
632,Applicant_632,61,Male,Single,1,Graduate,Salaried,7,897032.67,412202.05,Personal,60,12.63,850,Owned,Approved,2026-02-17 21:51:24.035928,45.95,High,True
633,Applicant_633,34,Male,Single,1,Graduate,Self-Employed,6,1543773.24,861775.02,Business,48,3.0,752,Owned,Approved,2026-03-02 21:51:24.035932,55.82,High,True
634,Applicant_634,35,Female,Divorced,0,Post-Graduate,Salaried,0,459903.63,140300.91,Business,60,9.8,692,Mortgage,Rejected,2026-05-16 21:51:24.035935,30.51,High,False
635,Applicant_635,51,Male,Married,1,Post-Graduate,Salaried,2,1733367.64,689799.11,Home,36,6.52,686,Mortgage,Approved,2026-03-16 21:51:24.035938,39.8,High,True
636,Applicant_636,21,Female,Married,0,High School,Self-Employed,4,612260.06,960972.18,Business,24,7.11,703,Rented,Pending,2026-04-28 21:51:24.035942,156.95,High,False
637,Applicant_637,23,Male,Single,3,Post-Graduate,Self-Employed,7,313977.24,782199.93,Business,36,9.73,663,Rented,Approved,2026-04-16 21:51:24.035945,249.13,High,True
638,Applicant_638,36,Female,Married,1,High School,Self-Employed,6,763234.0,50000.0,Personal,24,12.18,690,Rented,Approved,2025-11-11 21:51:24.035949,6.55,High,True
639,Applicant_639,43,Male,Single,2,Graduate,Retired,10,2146055.66,321275.09,Home,36,6.87,719,Owned,Approved,2025-10-20 21:51:24.035952,14.97,High,True
640,Applicant_640,31,Female,Single,0,Graduate,Self-Employed,2,1208082.09,432253.57,Home,48,6.92,621,Rented,Approved,2026-01-16 21:51:24.035955,35.78,High,True
641,Applicant_641,32,Male,Single,2,Graduate,Student,6,1091185.64,782787.54,Auto,48,9.8,549,Owned,Rejected,2026-08-03 21:51:24.035959,71.74,High,False
642,Applicant_642,30,Male,Married,1,Graduate,Salaried,0,1168074.74,127146.93,Home,60,10.5,513,Rented,Rejected,2026-08-15 21:51:24.035962,10.89,High,False
643,Applicant_643,52,Male,Married,3,Post-Graduate,Self-Employed,4,542162.61,214697.73,Education,60,4.98,751,Owned,Rejected,2025-10-13 21:51:24.035965,39.6,High,False
644,Applicant_644,36,Male,Married,3,Post-Graduate,Student,11,980417.75,50557.6,Debt Consolidation,60,14.53,553,Rented,Rejected,2026-01-10 21:51:24.035969,5.16,High,False
645,Applicant_645,28,Male,Married,1,Graduate,Self-Employed,9,851000.92,268775.93,Auto,48,6.25,717,Mortgage,Approved,2026-05-18 21:51:24.035972,31.58,High,True
646,Applicant_646,58,Male,Single,4,High School,Business Owner,35,1573626.7,149550.14,Personal,48,11.88,587,Rented,Approved,2026-02-06 21:51:24.035976,9.5,High,True
647,Applicant_647,32,Female,Married,4,Under-Graduate,Salaried,2,806524.91,947413.64,Home,48,10.08,588,Owned,Approved,2025-12-04 21:51:24.035979,117.47,High,True
648,Applicant_648,44,Male,Married,3,Graduate,Salaried,5,698689.38,318734.36,Home,60,10.62,622,Mortgage,Approved,2025-08-28 21:51:24.035983,45.62,High,True
649,Applicant_649,48,Male,Married,3,Graduate,Self-Employed,3,384080.24,693459.08,Home,36,6.32,695,Mortgage,Approved,2026-01-18 21:51:24.035986,180.55,High,True
650,Applicant_650,28,Female,Single,1,Graduate,Salaried,4,906005.79,505031.46,Auto,12,3.0,576,Rented,Approved,2026-05-16 21:51:24.035990,55.74,High,True
651,Applicant_651,48,Female,Single,2,Graduate,Student,15,967180.73,501109.16,Debt Consolidation,60,8.43,630,Rented,Approved,2026-05-09 21:51:24.035993,51.81,High,True
652,Applicant_652,56,Male,Married,0,Graduate,Salaried,9,369364.72,334395.73,Home,36,8.44,677,Mortgage,Approved,2026-06-20 21:51:24.035996,90.53,High,True
653,Applicant_653,46,Male,Married,0,Post-Graduate,Retired,17,1031265.44,715606.3,Business,84,5.15,583,Owned,Rejected,2025-09-04 21:51:24.036000,69.39,High,False
654,Applicant_654,28,Male,Married,4,Graduate,Retired,1,943271.81,543216.39,Education,84,11.71,794,Mortgage,Approved,2025-12-13 21:51:24.036003,57.59,High,True
655,Applicant_655,48,Female,Married,1,Graduate,Salaried,16,1255378.3,527088.3,Debt Consolidation,24,8.32,542,Owned,Approved,2026-03-13 21:51:24.036006,41.99,High,True
656,Applicant_656,48,Female,Single,3,High School,Salaried,0,1334947.25,333842.23,Home,24,5.67,662,Owned,Approved,2025-11-08 21:51:24.036010,25.01,High,True
657,Applicant_657,57,Male,Single,3,Under-Graduate,Student,17,887711.72,379662.74,Home,48,10.55,781,Owned,Rejected,2026-07-10 21:51:24.036013,42.77,High,False
658,Applicant_658,61,Female,Married,3,High School,Retired,3,435454.05,664895.11,Home,60,10.64,574,Mortgage,Pending,2025-12-21 21:51:24.036017,152.69,High,False
659,Applicant_659,56,Female,Married,4,Graduate,Self-Employed,3,517751.37,564415.57,Auto,36,5.99,671,Mortgage,Approved,2025-10-01 21:51:24.036020,109.01,High,True
660,Applicant_660,47,Female,Divorced,1,Graduate,Salaried,5,1554851.07,534572.25,Auto,60,12.82,690,Rented,Approved,2026-06-14 21:51:24.036024,34.38,High,True
661,Applicant_661,37,Female,Married,0,Post-Graduate,Self-Employed,22,916195.76,288868.1,Personal,48,16.35,615,Owned,Pending,2026-02-08 21:51:24.036027,31.53,High,False
662,Applicant_662,29,Male,Single,1,Graduate,Business Owner,0,1548461.51,1044350.16,Business,36,4.68,673,Rented,Approved,2026-07-25 21:51:24.036030,67.44,High,True
663,Applicant_663,53,Male,Married,0,Graduate,Salaried,3,1049441.93,365682.11,Business,12,7.86,724,Owned,Rejected,2025-10-18 21:51:24.036034,34.85,High,False
664,Applicant_664,40,Male,Married,0,Under-Graduate,Business Owner,15,1151494.25,491529.25,Education,60,9.68,642,Mortgage,Rejected,2026-05-09 21:51:24.036037,42.69,High,False
665,Applicant_665,33,Male,Married,1,Post-Graduate,Salaried,4,1225489.45,447630.58,Home,36,16.48,741,Owned,Approved,2025-09-10 21:51:24.036041,36.53,High,True
666,Applicant_666,48,Male,Married,3,Post-Graduate,Salaried,1,360744.47,1047319.14,Auto,60,5.93,711,Mortgage,Approved,2025-10-16 21:51:24.036044,290.32,High,True
667,Applicant_667,49,Female,Divorced,2,Post-Graduate,Salaried,4,972780.3,418571.91,Debt Consolidation,48,5.21,633,Owned,Approved,2026-01-03 21:51:24.036048,43.03,High,True
668,Applicant_668,33,Male,Married,1,Post-Graduate,Salaried,3,355200.44,392944.26,Personal,48,5.19,770,Mortgage,Approved,2026-07-27 21:51:24.036051,110.63,High,True
669,Applicant_669,55,Male,Married,2,Graduate,Salaried,19,736035.06,533127.12,Personal,84,12.77,620,Mortgage,Rejected,2026-01-31 21:51:24.036054,72.43,High,False
670,Applicant_670,26,Male,Married,1,Graduate,Self-Employed,11,1106067.85,305808.55,Personal,84,6.02,748,Rented,Rejected,2026-04-18 21:51:24.036058,27.65,High,False
671,Applicant_671,38,Female,Married,0,Graduate,Salaried,5,439866.44,531247.92,Home,48,5.52,622,Rented,Rejected,2026-05-14 21:51:24.036061,120.77,High,False
672,Applicant_672,25,Male,Married,3,Graduate,Salaried,35,1073734.93,1164049.0,Home,36,9.31,654,Owned,Approved,2026-07-26 21:51:24.036065,108.41,High,True
673,Applicant_673,45,Male,Married,2,High School,Salaried,5,250652.41,583914.76,Home,60,9.58,666,Rented,Approved,2026-07-16 21:51:24.036068,232.96,High,True
674,Applicant_674,22,Male,Single,3,Post-Graduate,Retired,0,1307327.93,573708.86,Auto,48,12.25,707,Owned,Approved,2026-05-13 21:51:24.036072,43.88,High,True
675,Applicant_675,30,Male,Married,0,Under-Graduate,Self-Employed,2,584225.13,298986.63,Home,36,8.82,486,Owned,Approved,2025-12-06 21:51:24.036076,51.18,High,True
676,Applicant_676,50,Female,Married,3,Graduate,Self-Employed,4,439153.03,978578.0,Education,84,9.37,716,Mortgage,Approved,2026-01-14 21:51:24.036079,222.83,High,True
677,Applicant_677,25,Female,Divorced,2,Graduate,Self-Employed,1,275857.63,1042929.16,Business,36,8.13,671,Owned,Approved,2026-03-02 21:51:24.036082,378.07,High,True
678,Applicant_678,53,Male,Married,2,Graduate,Retired,23,618258.47,738750.51,Personal,12,3.93,702,Mortgage,Approved,2026-01-18 21:51:24.036086,119.49,High,True
679,Applicant_679,21,Female,Divorced,2,Graduate,Salaried,11,150000.0,683073.3,Business,12,7.8,720,Mortgage,Pending,2026-04-25 21:51:24.036089,455.38,Upper-Middle,False
680,Applicant_680,38,Female,Married,3,Graduate,Business Owner,2,630640.34,434265.7,Debt Consolidation,60,8.72,711,Mortgage,Approved,2025-11-25 21:51:24.036093,68.86,High,True
681,Applicant_681,52,Female,Single,2,Under-Graduate,Business Owner,7,1289794.81,609574.52,Home,60,6.95,519,Rented,Rejected,2026-03-14 21:51:24.036096,47.26,High,False
682,Applicant_682,31,Male,Single,2,Under-Graduate,Self-Employed,10,774515.36,266155.87,Home,36,3.02,595,Owned,Approved,2026-03-30 21:51:24.036099,34.36,High,True
683,Applicant_683,41,Male,Single,4,Post-Graduate,Salaried,22,378992.55,184688.09,Business,36,4.53,706,Owned,Approved,2026-07-18 21:51:24.036103,48.73,High,True
684,Applicant_684,46,Male,Divorced,3,Post-Graduate,Business Owner,17,940505.33,83539.22,Auto,36,8.36,695,Owned,Rejected,2025-11-01 21:51:24.036106,8.88,High,False
685,Applicant_685,45,Female,Married,1,High School,Salaried,5,905158.31,614988.71,Auto,60,11.76,616,Owned,Rejected,2026-07-24 21:51:24.036110,67.94,High,False
686,Applicant_686,42,Male,Divorced,3,Graduate,Self-Employed,11,1632643.99,114055.15,Auto,24,14.39,739,Mortgage,Approved,2025-10-18 21:51:24.036113,6.99,High,True
687,Applicant_687,47,Male,Married,1,Graduate,Business Owner,6,1166288.41,360102.09,Auto,84,7.86,659,Owned,Approved,2025-10-28 21:51:24.036116,30.88,High,True
688,Applicant_688,33,Male,Married,1,Graduate,Salaried,6,972239.25,482855.77,Education,36,5.99,750,Owned,Approved,2026-01-09 21:51:24.036120,49.66,High,True
689,Applicant_689,53,Female,Married,2,Under-Graduate,Business Owner,0,1212026.62,778681.31,Auto,120,7.2,776,Mortgage,Approved,2026-01-25 21:51:24.036123,64.25,High,True
690,Applicant_690,54,Male,Married,4,High School,Salaried,1,796247.57,338098.35,Education,36,4.84,702,Rented,Pending,2025-10-18 21:51:24.036127,42.46,High,False
691,Applicant_691,61,Female,Married,4,Graduate,Business Owner,6,819834.73,811716.25,Business,60,11.26,724,Owned,Approved,2026-05-19 21:51:24.036130,99.01,High,True
692,Applicant_692,55,Female,Single,1,High School,Self-Employed,2,1513576.12,762964.5,Auto,36,15.98,631,Mortgage,Approved,2026-07-02 21:51:24.036133,50.41,High,True
693,Applicant_693,21,Male,Married,2,Under-Graduate,Salaried,0,195768.39,200033.67,Auto,24,6.08,751,Rented,Pending,2026-01-25 21:51:24.036137,102.18,Upper-Middle,False
694,Applicant_694,41,Female,Single,1,Graduate,Salaried,10,1237178.21,814391.14,Home,84,4.33,697,Owned,Approved,2026-03-25 21:51:24.036141,65.83,High,True
695,Applicant_695,26,Male,Single,4,Graduate,Retired,0,805683.41,420597.29,Auto,84,12.02,656,Rented,Approved,2026-06-25 21:51:24.036145,52.2,High,True
696,Applicant_696,48,Female,Married,4,Post-Graduate,Salaried,7,733404.23,360293.69,Business,48,9.61,582,Mortgage,Approved,2026-06-27 21:51:24.036148,49.13,High,True
697,Applicant_697,37,Male,Married,2,High School,Salaried,6,628841.63,421781.08,Personal,60,9.67,641,Owned,Approved,2025-09-23 21:51:24.036152,67.07,High,True
698,Applicant_698,25,Female,Married,3,Graduate,Salaried,27,911469.61,499018.4,Business,48,14.06,591,Owned,Approved,2026-06-27 21:51:24.036155,54.75,High,True
699,Applicant_699,51,Female,Married,3,Under-Graduate,Self-Employed,5,832588.21,383787.51,Home,84,3.72,740,Owned,Approved,2026-05-26 21:51:24.036159,46.1,High,True
700,Applicant_700,25,Female,Married,2,Graduate,Self-Employed,0,684119.05,264886.34,Education,36,3.62,777,Rented,Approved,2025-09-21 21:51:24.036162,38.72,High,True
701,Applicant_701,58,Female,Married,0,Under-Graduate,Salaried,6,568936.9,289648.43,Education,48,7.93,753,Rented,Rejected,2026-08-02 21:51:24.036165,50.91,High,False
702,Applicant_702,23,Male,Married,2,Post-Graduate,Salaried,14,150000.0,538903.99,Education,48,8.72,850,Owned,Rejected,2026-04-29 21:51:24.036169,359.27,Upper-Middle,False
703,Applicant_703,43,Female,Divorced,2,Post-Graduate,Salaried,35,560478.5,455070.21,Education,48,7.26,643,Owned,Approved,2026-07-09 21:51:24.036172,81.19,High,True
704,Applicant_704,57,Female,Single,2,Under-Graduate,Salaried,4,645081.94,647646.71,Education,84,17.11,727,Owned,Approved,2025-12-19 21:51:24.036175,100.4,High,True
705,Applicant_705,57,Female,Married,1,Under-Graduate,Self-Employed,3,910492.43,514661.61,Education,36,7.41,585,Owned,Approved,2026-07-23 21:51:24.036179,56.53,High,True
706,Applicant_706,30,Male,Single,4,High School,Business Owner,18,1635234.35,521563.92,Business,24,6.57,664,Owned,Approved,2025-11-12 21:51:24.036182,31.9,High,True
707,Applicant_707,30,Female,Married,0,Graduate,Salaried,1,603617.52,665987.43,Home,48,8.94,561,Owned,Rejected,2026-05-20 21:51:24.036186,110.33,High,False
708,Applicant_708,39,Female,Married,2,Under-Graduate,Salaried,7,440507.66,897297.06,Business,60,11.9,725,Owned,Approved,2025-10-08 21:51:24.036189,203.7,High,True
709,Applicant_709,37,Female,Single,2,Graduate,Salaried,4,564201.56,908526.26,Home,36,5.96,651,Rented,Approved,2025-10-03 21:51:24.036192,161.03,High,True
710,Applicant_710,41,Male,Married,2,Post-Graduate,Retired,0,911337.91,875313.8,Home,48,7.99,515,Mortgage,Approved,2026-04-14 21:51:24.036196,96.05,High,True
711,Applicant_711,34,Female,Married,2,Post-Graduate,Retired,3,1085454.18,743725.77,Debt Consolidation,84,12.0,625,Mortgage,Approved,2026-02-15 21:51:24.036199,68.52,High,True
712,Applicant_712,29,Male,Divorced,1,Post-Graduate,Business Owner,2,1141338.09,1083914.97,Debt Consolidation,36,12.19,823,Rented,Approved,2026-01-19 21:51:24.036202,94.97,High,True
713,Applicant_713,21,Female,Single,0,Post-Graduate,Salaried,9,1181083.2,622590.65,Home,60,9.26,712,Owned,Rejected,2025-11-22 21:51:24.036206,52.71,High,False
714,Applicant_714,33,Male,Single,2,High School,Salaried,23,1237692.24,591152.83,Auto,60,16.96,741,Owned,Pending,2025-10-06 21:51:24.036209,47.76,High,False
715,Applicant_715,24,Female,Single,2,Graduate,Salaried,2,738446.55,1128297.96,Home,48,15.43,690,Owned,Rejected,2026-07-04 21:51:24.036213,152.79,High,False
716,Applicant_716,21,Female,Single,0,Under-Graduate,Salaried,13,1671256.07,50000.0,Education,84,3.58,665,Owned,Pending,2026-05-10 21:51:24.036216,2.99,High,False
717,Applicant_717,60,Male,Married,3,Graduate,Self-Employed,0,708092.59,440108.98,Personal,60,3.0,681,Rented,Pending,2026-04-01 21:51:24.036220,62.15,High,False
718,Applicant_718,52,Female,Married,2,Graduate,Business Owner,6,893736.23,850698.8,Debt Consolidation,48,11.29,699,Mortgage,Approved,2025-12-06 21:51:24.036223,95.18,High,True
719,Applicant_719,54,Male,Married,2,Graduate,Student,0,1368330.83,774473.63,Business,48,13.28,592,Rented,Approved,2026-03-19 21:51:24.036226,56.6,High,True
720,Applicant_720,48,Female,Married,3,High School,Business Owner,21,1076570.01,1218382.44,Auto,60,7.71,741,Owned,Rejected,2026-02-22 21:51:24.036230,113.17,High,False
721,Applicant_721,51,Female,Married,0,High School,Salaried,11,150000.0,530096.0,Business,48,6.74,769,Mortgage,Approved,2026-04-21 21:51:24.036233,353.4,Upper-Middle,True
722,Applicant_722,28,Female,Married,0,High School,Business Owner,8,852254.33,379371.07,Auto,84,5.63,664,Owned,Approved,2026-05-12 21:51:24.036237,44.51,High,True
723,Applicant_723,59,Female,Divorced,3,High School,Salaried,13,1194785.9,407016.27,Debt Consolidation,48,4.41,638,Rented,Approved,2026-06-21 21:51:24.036240,34.07,High,True
724,Applicant_724,46,Female,Divorced,2,Graduate,Salaried,8,312611.89,589059.09,Personal,36,12.48,620,Mortgage,Approved,2026-06-23 21:51:24.036243,188.43,High,True
725,Applicant_725,54,Male,Single,2,Graduate,Business Owner,27,1150277.12,954061.33,Education,36,7.17,820,Mortgage,Approved,2026-04-06 21:51:24.036247,82.94,High,True
726,Applicant_726,23,Male,Married,3,Under-Graduate,Salaried,10,1006061.58,957559.48,Auto,12,9.56,643,Mortgage,Approved,2026-07-06 21:51:24.036250,95.18,High,True
727,Applicant_727,32,Female,Single,3,Post-Graduate,Self-Employed,20,1323568.19,484315.89,Auto,12,3.0,732,Owned,Approved,2026-04-22 21:51:24.036253,36.59,High,True
728,Applicant_728,21,Female,Married,4,Post-Graduate,Salaried,5,573227.47,570842.38,Home,84,12.01,664,Rented,Rejected,2025-10-11 21:51:24.036257,99.58,High,False
729,Applicant_729,64,Female,Single,2,Graduate,Business Owner,0,1248357.37,328751.56,Personal,60,10.56,660,Mortgage,Approved,2026-02-02 21:51:24.036260,26.33,High,True
730,Applicant_730,25,Female,Married,2,Post-Graduate,Business Owner,6,913843.3,357979.65,Education,60,3.79,618,Owned,Rejected,2025-10-12 21:51:24.036264,39.17,High,False
731,Applicant_731,50,Male,Single,1,Post-Graduate,Salaried,1,1556420.12,792952.02,Auto,60,9.41,602,Mortgage,Approved,2026-01-24 21:51:24.036267,50.95,High,True
732,Applicant_732,50,Female,Married,0,Graduate,Business Owner,7,1964419.98,948619.19,Education,60,8.52,739,Owned,Approved,2026-06-21 21:51:24.036271,48.29,High,True
733,Applicant_733,37,Male,Single,2,Post-Graduate,Salaried,5,1465332.18,304760.57,Personal,48,6.92,600,Owned,Approved,2026-06-27 21:51:24.036274,20.8,High,True
734,Applicant_734,43,Male,Divorced,1,Post-Graduate,Self-Employed,7,1042207.47,568027.78,Home,84,3.0,717,Mortgage,Approved,2026-01-30 21:51:24.036278,54.5,High,True
735,Applicant_735,35,Male,Married,4,Post-Graduate,Business Owner,0,1778401.6,431938.14,Personal,48,6.19,687,Owned,Approved,2025-09-25 21:51:24.036281,24.29,High,True
736,Applicant_736,57,Male,Married,2,Graduate,Business Owner,1,1091391.22,741884.06,Personal,84,9.56,740,Rented,Rejected,2025-10-05 21:51:24.036284,67.98,High,False
737,Applicant_737,41,Male,Divorced,2,Under-Graduate,Retired,5,486821.71,391215.51,Debt Consolidation,60,6.58,631,Rented,Rejected,2026-07-07 21:51:24.036288,80.36,High,False
738,Applicant_738,34,Male,Married,1,Graduate,Salaried,24,834290.68,50000.0,Auto,36,7.72,766,Owned,Pending,2026-05-04 21:51:24.036291,5.99,High,False
739,Applicant_739,22,Female,Single,0,Graduate,Business Owner,3,1154668.87,781033.4,Home,48,13.74,668,Rented,Approved,2026-06-24 21:51:24.036294,67.64,High,True
740,Applicant_740,31,Male,Single,0,Under-Graduate,Self-Employed,4,1180381.66,415024.58,Auto,48,8.23,850,Owned,Approved,2026-04-20 21:51:24.036298,35.16,High,True
741,Applicant_741,59,Male,Married,1,Post-Graduate,Retired,10,399894.04,444155.76,Auto,24,3.0,550,Owned,Approved,2026-03-04 21:51:24.036301,111.07,High,True
742,Applicant_742,58,Male,Married,0,Graduate,Salaried,7,412587.09,621964.62,Home,48,7.85,850,Mortgage,Approved,2025-11-23 21:51:24.036305,150.75,High,True
743,Applicant_743,54,Male,Married,2,Under-Graduate,Business Owner,2,713476.06,598793.42,Business,36,8.85,669,Owned,Approved,2026-03-18 21:51:24.036308,83.93,High,True
744,Applicant_744,58,Male,Single,3,Post-Graduate,Self-Employed,4,1063817.45,627714.06,Education,24,5.61,697,Mortgage,Approved,2025-09-30 21:51:24.036312,59.01,High,True
745,Applicant_745,54,Male,Married,3,Under-Graduate,Salaried,1,1115025.02,50000.0,Personal,84,11.07,631,Rented,Approved,2026-03-29 21:51:24.036315,4.48,High,True
746,Applicant_746,38,Female,Married,2,Under-Graduate,Self-Employed,27,906522.05,655766.52,Home,60,3.38,554,Owned,Approved,2025-09-12 21:51:24.036319,72.34,High,True
747,Applicant_747,50,Female,Married,1,Post-Graduate,Salaried,1,516228.51,50000.0,Business,84,8.02,637,Rented,Approved,2026-01-04 21:51:24.036322,9.69,High,True
748,Applicant_748,35,Female,Single,3,Post-Graduate,Self-Employed,3,1544777.18,715478.24,Personal,60,3.34,650,Mortgage,Approved,2026-03-23 21:51:24.036325,46.32,High,True
749,Applicant_749,47,Male,Single,3,Graduate,Student,0,421176.78,813146.76,Personal,48,7.47,694,Mortgage,Approved,2025-10-05 21:51:24.036329,193.07,High,True
750,Applicant_750,54,Male,Divorced,0,Graduate,Self-Employed,2,1370936.3,116814.36,Personal,48,10.98,769,Mortgage,Rejected,2026-05-14 21:51:24.036332,8.52,High,False
751,Applicant_751,58,Female,Married,3,Post-Graduate,Self-Employed,12,1145529.31,591961.24,Business,60,7.93,695,Owned,Approved,2025-10-26 21:51:24.036336,51.68,High,True
752,Applicant_752,53,Male,Single,1,Post-Graduate,Self-Employed,1,1362132.92,796010.16,Debt Consolidation,120,7.73,696,Owned,Approved,2025-12-16 21:51:24.036339,58.44,High,True
753,Applicant_753,44,Male,Single,3,Post-Graduate,Salaried,0,672226.68,374278.99,Auto,36,8.6,710,Mortgage,Approved,2025-09-04 21:51:24.036342,55.68,High,True
754,Applicant_754,35,Male,Single,4,Graduate,Salaried,5,792938.32,688618.18,Education,84,8.77,539,Mortgage,Approved,2026-05-07 21:51:24.036345,86.84,High,True
755,Applicant_755,50,Male,Divorced,0,Graduate,Self-Employed,0,872017.02,50000.0,Home,84,10.93,546,Mortgage,Rejected,2026-07-29 21:51:24.036349,5.73,High,False
756,Applicant_756,62,Male,Married,3,Post-Graduate,Salaried,0,659440.9,807494.91,Home,60,10.95,560,Owned,Rejected,2026-08-16 21:51:24.036352,122.45,High,False
757,Applicant_757,37,Male,Married,2,Graduate,Salaried,13,940103.38,508398.39,Home,84,13.48,650,Mortgage,Approved,2026-03-04 21:51:24.036356,54.08,High,True
758,Applicant_758,25,Female,Single,4,Under-Graduate,Self-Employed,11,1481635.78,427807.77,Home,48,9.09,530,Rented,Approved,2025-09-24 21:51:24.036359,28.87,High,True
759,Applicant_759,49,Male,Married,2,Graduate,Salaried,19,331266.46,775531.61,Auto,120,3.0,624,Rented,Pending,2026-07-13 21:51:24.036363,234.11,High,False
760,Applicant_760,24,Female,Single,3,Post-Graduate,Salaried,15,587115.32,984201.11,Home,60,11.5,570,Rented,Approved,2026-03-10 21:51:24.036366,167.63,High,True
761,Applicant_761,30,Female,Single,0,High School,Self-Employed,9,543701.87,636000.44,Home,12,13.22,719,Rented,Rejected,2026-04-20 21:51:24.036369,116.98,High,False
762,Applicant_762,37,Female,Married,1,Graduate,Salaried,0,812232.7,950439.89,Debt Consolidation,84,17.12,715,Mortgage,Approved,2025-12-26 21:51:24.036374,117.02,High,True
763,Applicant_763,30,Female,Single,0,Post-Graduate,Retired,12,795789.49,65080.69,Home,48,13.58,655,Mortgage,Approved,2025-09-09 21:51:24.036377,8.18,High,True
764,Applicant_764,37,Female,Married,4,Graduate,Student,14,1158925.83,686465.67,Business,48,6.78,528,Mortgage,Rejected,2026-02-06 21:51:24.036381,59.23,High,False
765,Applicant_765,40,Male,Married,3,Post-Graduate,Business Owner,12,863489.24,463038.92,Home,48,9.16,661,Owned,Approved,2026-01-14 21:51:24.036384,53.62,High,True
766,Applicant_766,44,Male,Single,3,Post-Graduate,Salaried,5,971153.31,279298.65,Debt Consolidation,24,7.55,706,Owned,Approved,2026-06-09 21:51:24.036387,28.76,High,True
767,Applicant_767,25,Male,Divorced,4,Post-Graduate,Business Owner,2,1009379.22,50000.0,Personal,48,7.08,744,Mortgage,Approved,2025-10-22 21:51:24.036391,4.95,High,True
768,Applicant_768,54,Female,Married,0,Post-Graduate,Business Owner,14,948161.62,671300.37,Business,60,8.1,820,Owned,Approved,2026-07-24 21:51:24.036394,70.8,High,True
769,Applicant_769,26,Female,Married,1,High School,Business Owner,10,1131325.22,745081.21,Business,12,13.0,769,Mortgage,Rejected,2026-07-07 21:51:24.036397,65.86,High,False
770,Applicant_770,22,Male,Single,0,Graduate,Salaried,31,801070.65,875766.37,Home,36,3.0,693,Owned,Approved,2026-03-20 21:51:24.036401,109.32,High,True
771,Applicant_771,33,Female,Single,1,Graduate,Self-Employed,1,1508547.36,829417.32,Debt Consolidation,12,4.99,657,Owned,Approved,2026-06-05 21:51:24.036404,54.98,High,True
772,Applicant_772,63,Male,Single,1,High School,Business Owner,2,1866647.94,283921.29,Personal,48,12.77,620,Owned,Rejected,2025-10-04 21:51:24.036407,15.21,High,False
773,Applicant_773,63,Female,Married,2,Post-Graduate,Self-Employed,1,1132492.39,861397.54,Personal,60,13.59,788,Mortgage,Approved,2026-08-02 21:51:24.036411,76.06,High,True
774,Applicant_774,31,Male,Married,1,High School,Self-Employed,12,941196.47,890977.3,Business,60,6.19,693,Rented,Approved,2026-01-15 21:51:24.036414,94.66,High,True
775,Applicant_775,43,Male,Married,0,Post-Graduate,Self-Employed,1,1099832.92,427204.5,Auto,84,14.28,730,Owned,Rejected,2025-10-15 21:51:24.036418,38.84,High,False
776,Applicant_776,36,Male,Single,0,Under-Graduate,Self-Employed,0,409586.77,507959.91,Personal,60,11.92,632,Mortgage,Pending,2026-03-27 21:51:24.036421,124.02,High,False
777,Applicant_777,51,Male,Married,0,Post-Graduate,Salaried,35,922042.19,238436.82,Auto,36,7.56,580,Owned,Approved,2025-11-08 21:51:24.036425,25.86,High,True
778,Applicant_778,31,Male,Married,4,Under-Graduate,Self-Employed,0,557470.16,914648.16,Education,84,3.0,647,Mortgage,Approved,2026-05-25 21:51:24.036428,164.07,High,True
779,Applicant_779,36,Male,Divorced,3,High School,Salaried,14,1053990.77,76699.6,Home,60,3.0,655,Owned,Rejected,2026-01-15 21:51:24.036432,7.28,High,False
780,Applicant_780,28,Female,Married,4,Post-Graduate,Self-Employed,3,559456.28,649791.79,Debt Consolidation,48,6.2,695,Owned,Rejected,2025-12-04 21:51:24.036436,116.15,High,False
781,Applicant_781,24,Male,Divorced,1,Graduate,Salaried,14,712089.02,332887.83,Home,60,11.16,621,Mortgage,Rejected,2026-07-18 21:51:24.036439,46.75,High,False
782,Applicant_782,60,Male,Single,1,Graduate,Self-Employed,6,150000.0,189801.21,Home,84,11.17,681,Owned,Approved,2026-04-17 21:51:24.036443,126.53,Upper-Middle,True
783,Applicant_783,24,Female,Single,3,Graduate,Salaried,18,380701.72,50000.0,Education,60,6.87,774,Owned,Approved,2026-06-23 21:51:24.036446,13.13,High,True
